Category	Subcategory	Subsystem	Role	Features
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine phosphatase (EC 3.1.3.3)	fig|6666666.707976.peg.2468, fig|6666666.707976.peg.5385, fig|6666666.707976.peg.5405, fig|6666666.707976.peg.5741, fig|6666666.707976.peg.2468, fig|6666666.707976.peg.5385, fig|6666666.707976.peg.5405, fig|6666666.707976.peg.5741
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|6666666.707976.peg.3067, fig|6666666.707976.peg.3068, fig|6666666.707976.peg.4948, fig|6666666.707976.peg.5265
Amino Acids and Derivatives	Alanine, serine, and glycine	Serine Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	fig|6666666.707976.peg.5169
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine cleavage system H protein	fig|6666666.707976.peg.2024, fig|6666666.707976.peg.5339
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	fig|6666666.707976.peg.2025, fig|6666666.707976.peg.5340
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Glycine cleavage system transcriptional antiactivator GcvR	fig|6666666.707976.peg.4636, fig|6666666.707976.peg.4923
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	fig|6666666.707976.peg.4156
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine cleavage system	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	fig|6666666.707976.peg.2027, fig|6666666.707976.peg.5338
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	D-serine/D-alanine/glycine transporter	fig|6666666.707976.peg.3928, fig|6666666.707976.peg.5612
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	fig|6666666.707976.peg.1352, fig|6666666.707976.peg.1687, fig|6666666.707976.peg.2236, fig|6666666.707976.peg.3174, fig|6666666.707976.peg.4620, fig|6666666.707976.peg.5375, fig|6666666.707976.peg.5543
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Phosphoserine phosphatase (EC 3.1.3.3)	fig|6666666.707976.peg.2468, fig|6666666.707976.peg.5385, fig|6666666.707976.peg.5405, fig|6666666.707976.peg.5741
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Cystathionine gamma-lyase (EC 4.4.1.1)	fig|6666666.707976.peg.5524
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|6666666.707976.peg.3067, fig|6666666.707976.peg.3068, fig|6666666.707976.peg.4948, fig|6666666.707976.peg.5265
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Seryl-tRNA synthetase (EC 6.1.1.11)	fig|6666666.707976.peg.3463
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Serine transporter	fig|6666666.707976.peg.1113, fig|6666666.707976.peg.3189
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Phosphoserine aminotransferase (EC 2.6.1.52)	fig|6666666.707976.peg.5169
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Glycine cleavage system H protein	fig|6666666.707976.peg.2024, fig|6666666.707976.peg.5339
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	fig|6666666.707976.peg.2025, fig|6666666.707976.peg.5340
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	L-serine dehydratase (EC 4.3.1.17)	fig|6666666.707976.peg.1112, fig|6666666.707976.peg.2026, fig|6666666.707976.peg.4979
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	fig|6666666.707976.peg.2555
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	fig|6666666.707976.peg.2027, fig|6666666.707976.peg.5338
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Cystathionine beta-synthase (EC 4.2.1.22)	fig|6666666.707976.peg.5523
Amino Acids and Derivatives	Alanine, serine, and glycine	Glycine and Serine Utilization	Glycerate kinase (EC 2.7.1.31)	fig|6666666.707976.peg.2047, fig|6666666.707976.peg.4539, fig|6666666.707976.peg.5634
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 5-methylaminomethyl-2-thiouridine synthase TusC	fig|6666666.707976.peg.3469
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	fig|6666666.707976.peg.3468
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 2-thiouridine synthesizing protein E (EC 2.8.1.-)	fig|6666666.707976.peg.3467
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	Cobyrinic acid A,C-diamide synthase	fig|6666666.707976.peg.2502
Sulfur Metabolism	Inorganic sulfur assimilation	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	fig|6666666.707976.peg.3470
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	4Fe-4S ferredoxin, iron-sulfur binding	fig|6666666.707976.peg.1848, fig|6666666.707976.peg.2221, fig|6666666.707976.peg.5414
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	fig|6666666.707976.peg.4407
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	fig|6666666.707976.peg.1155, fig|6666666.707976.peg.5007
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	fig|6666666.707976.peg.827, fig|6666666.707976.peg.2206
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate transporter, CysZ-type	fig|6666666.707976.peg.1146
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	fig|6666666.707976.peg.885, fig|6666666.707976.peg.1956
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	fig|6666666.707976.peg.1887, fig|6666666.707976.peg.2873
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	fig|6666666.707976.peg.1154, fig|6666666.707976.peg.3611, fig|6666666.707976.peg.5152
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Putative sulfate permease	fig|6666666.707976.peg.3, fig|6666666.707976.peg.2727
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate and thiosulfate binding protein CysP	fig|6666666.707976.peg.922, fig|6666666.707976.peg.4466
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate transport system permease protein CysW	fig|6666666.707976.peg.4464
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Oxidoreductase probably involved in sulfite reduction	fig|6666666.707976.peg.828, fig|6666666.707976.peg.2207
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	fig|6666666.707976.peg.3216
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	fig|6666666.707976.peg.1154
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate transport system permease protein CysT	fig|6666666.707976.peg.4465
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	fig|6666666.707976.peg.3216
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	fig|6666666.707976.peg.4463
Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	fig|6666666.707976.peg.4316
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Thiol peroxidase, Tpx-type (EC 1.11.1.15)	fig|6666666.707976.peg.2212
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Hydrogen peroxide-inducible genes activator	fig|6666666.707976.peg.4082, fig|6666666.707976.peg.4411, fig|6666666.707976.peg.5044
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	fig|6666666.707976.peg.5646
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	fig|6666666.707976.peg.4637
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Alkyl hydroperoxide reductase subunit C-like protein	fig|6666666.707976.peg.3493, fig|6666666.707976.peg.3788, fig|6666666.707976.peg.5350
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	fig|6666666.707976.peg.5647
Sulfur Metabolism	Sulfur Metabolism - no subcategory	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	fig|6666666.707976.peg.1144, fig|6666666.707976.peg.3458, fig|6666666.707976.peg.4597, fig|6666666.707976.peg.5591, fig|6666666.707976.peg.5592
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystine ABC transporter, permease protein	fig|6666666.707976.peg.4433
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystine ABC transporter, ATP-binding protein	fig|6666666.707976.peg.4434
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystine ABC transporter, periplasmic cystine-binding protein FliY	fig|6666666.707976.peg.4432
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	Cystathionine beta-lyase (EC 4.4.1.8)	fig|6666666.707976.peg.603
Sulfur Metabolism	Organic sulfur assimilation	L-Cystine Uptake and Metabolism	L-cystine uptake protein TcyP	fig|6666666.707976.peg.5404
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Taurine transport ATP-binding protein TauB	fig|6666666.707976.peg.3578, fig|6666666.707976.peg.3603
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Taurine transport system permease protein TauC	fig|6666666.707976.peg.3579, fig|6666666.707976.peg.3604
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	fig|6666666.707976.peg.3576, fig|6666666.707976.peg.4422
Sulfur Metabolism	Organic sulfur assimilation	Taurine Utilization	Taurine-binding periplasmic protein TauA	fig|6666666.707976.peg.3577, fig|6666666.707976.peg.3602, fig|6666666.707976.peg.5348
Sulfur Metabolism	Organic sulfur assimilation	Utilization of glutathione as a sulphur source	Gamma-glutamyltranspeptidase (EC 2.3.2.2)	fig|6666666.707976.peg.2688, fig|6666666.707976.peg.3481
Sulfur Metabolism	Organic sulfur assimilation	Utilization of glutathione as a sulphur source	Putative glutathione transporter, permease component	fig|6666666.707976.peg.3867
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonates transport system permease protein	fig|6666666.707976.peg.5354
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	probable dibenzothiophene desulfurization enzyme	fig|6666666.707976.peg.1990, fig|6666666.707976.peg.4436, fig|6666666.707976.peg.4437
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonates ABC transporter ATP-binding protein	fig|6666666.707976.peg.5355
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonates-binding protein	fig|6666666.707976.peg.5352
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	fig|6666666.707976.peg.3576, fig|6666666.707976.peg.4422
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	FMN reductase (EC 1.5.1.29)	fig|6666666.707976.peg.5351
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Organosulfonate utilization protein SsuF	fig|6666666.707976.peg.614, fig|6666666.707976.peg.5356
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	fig|6666666.707976.peg.3899
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate assimilation	Alkanesulfonate monooxygenase (EC 1.14.14.5)	fig|6666666.707976.peg.5353
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonates-binding protein	fig|6666666.707976.peg.5352
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonates transport system permease protein	fig|6666666.707976.peg.5354
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	FMN reductase (EC 1.5.1.29)	fig|6666666.707976.peg.5351
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonates ABC transporter ATP-binding protein	fig|6666666.707976.peg.5355
Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonates Utilization	Alkanesulfonate monooxygenase (EC 1.14.14.5)	fig|6666666.707976.peg.5353
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	fig|6666666.707976.peg.1705, fig|6666666.707976.peg.4016, fig|6666666.707976.peg.4020
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	fig|6666666.707976.peg.4011
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	fig|6666666.707976.peg.4013
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	fig|6666666.707976.peg.4012
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate transport system regulatory protein PhoU	fig|6666666.707976.peg.4014
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	fig|6666666.707976.peg.3397, fig|6666666.707976.peg.4010
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Polyphosphate kinase (EC 2.7.4.1)	fig|6666666.707976.peg.5312
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	High affinity phosphate transporter and control of PHO regulon	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	fig|6666666.707976.peg.4019
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	fig|6666666.707976.peg.4310
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	fig|6666666.707976.peg.4011
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	fig|6666666.707976.peg.4012
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	fig|6666666.707976.peg.1844, fig|6666666.707976.peg.5313
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport system regulatory protein PhoU	fig|6666666.707976.peg.4014
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	fig|6666666.707976.peg.4311, fig|6666666.707976.peg.4312
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Polyphosphate kinase (EC 2.7.4.1)	fig|6666666.707976.peg.5312
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Low-affinity inorganic phosphate transporter	fig|6666666.707976.peg.1962
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate starvation-inducible protein PhoH, predicted ATPase	fig|6666666.707976.peg.2820, fig|6666666.707976.peg.2820
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Sodium-dependent phosphate transporter	fig|6666666.707976.peg.2551, fig|6666666.707976.peg.4235
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	fig|6666666.707976.peg.4019
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	fig|6666666.707976.peg.4736
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate regulon transcriptional regulatory protein PhoB (SphR)	fig|6666666.707976.peg.1705, fig|6666666.707976.peg.4016, fig|6666666.707976.peg.4020
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	fig|6666666.707976.peg.4013
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Pyrophosphate-specific outer membrane porin OprO	fig|6666666.707976.peg.4573
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	fig|6666666.707976.peg.3397, fig|6666666.707976.peg.4010
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	fig|6666666.707976.peg.998, fig|6666666.707976.peg.1694
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphate metabolism	Soluble pyridine nucleotide transhydrogenase (EC 1.6.1.1)	fig|6666666.707976.peg.3323
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Polyphosphate	Polyphosphate kinase (EC 2.7.4.1)	fig|6666666.707976.peg.5312
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Polyphosphate	Exopolyphosphatase (EC 3.6.1.11)	fig|6666666.707976.peg.1844, fig|6666666.707976.peg.5313
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Transcriptional regulator PhnF	fig|6666666.707976.peg.5712
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	ATP-binding protein PhnN	fig|6666666.707976.peg.4509
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	PhnB protein	fig|6666666.707976.peg.1338, fig|6666666.707976.peg.2210, fig|6666666.707976.peg.3013
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Alkylphosphonate utilization	Alkylphosphonate utilization operon protein PhnA	fig|6666666.707976.peg.3082
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1)	fig|6666666.707976.peg.710
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	fig|6666666.707976.peg.3362
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	2-aminoethylphosphonate uptake and metabolism regulator	fig|6666666.707976.peg.2462
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	fig|6666666.707976.peg.709
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	Phosphonoacetaldehyde hydrolase (EC 3.11.1.1)	fig|6666666.707976.peg.3361
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	Phosphonate uptake and metabolism regulator, LysR-family	fig|6666666.707976.peg.3363
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	Phosphonate ABC transporter permease protein phnE1 (TC 3.A.1.9.1)	fig|6666666.707976.peg.711
Phosphorus Metabolism	Phosphorus Metabolism - no subcategory	Phosphonate metabolism	Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)	fig|6666666.707976.peg.363, fig|6666666.707976.peg.444, fig|6666666.707976.peg.708, fig|6666666.707976.peg.751, fig|6666666.707976.peg.1296, fig|6666666.707976.peg.1345, fig|6666666.707976.peg.1899, fig|6666666.707976.peg.2082, fig|6666666.707976.peg.2259, fig|6666666.707976.peg.2733, fig|6666666.707976.peg.3072, fig|6666666.707976.peg.3354, fig|6666666.707976.peg.3830, fig|6666666.707976.peg.4087, fig|6666666.707976.peg.4263, fig|6666666.707976.peg.4292, fig|6666666.707976.peg.4724, fig|6666666.707976.peg.4755, fig|6666666.707976.peg.5124, fig|6666666.707976.peg.5208, fig|6666666.707976.peg.5653, fig|6666666.707976.peg.5743, fig|6666666.707976.peg.5898
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Glucose ABC transport system, periplasmic sugar-binding protein	fig|6666666.707976.peg.2000, fig|6666666.707976.peg.2614
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Glucose ABC transporter, ATP-binding subunit (EC 3.6.3.-)	fig|6666666.707976.peg.1997
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Glucose ABC transport system, inner membrane component 1	fig|6666666.707976.peg.1999
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Integral membrane sensor signal transduction histidine kinase (EC 2.7.13.3), glucose catabolism cluster	fig|6666666.707976.peg.2002
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Glucose ABC transport system, inner membrane component 2	fig|6666666.707976.peg.1998
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Glucokinase (EC 2.7.1.2)	fig|6666666.707976.peg.2004
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	Glucose-selective porin OprB	fig|6666666.707976.peg.754, fig|6666666.707976.peg.1996
Carbohydrates	Central carbohydrate metabolism	Peripheral Glucose Catabolism Pathways	DNA-binding response regulator GltR, controls specific porins for the entry of glucose	fig|6666666.707976.peg.1716, fig|6666666.707976.peg.2003, fig|6666666.707976.peg.3917
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Methylglyoxal synthase (EC 4.2.3.3)	fig|6666666.707976.peg.2007
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Lactoylglutathione lyase (EC 4.4.1.5)	fig|6666666.707976.peg.5645
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|6666666.707976.peg.531, fig|6666666.707976.peg.1362, fig|6666666.707976.peg.2100, fig|6666666.707976.peg.2568, fig|6666666.707976.peg.3134, fig|6666666.707976.peg.4729, fig|6666666.707976.peg.5236, fig|6666666.707976.peg.5418, fig|6666666.707976.peg.5554, fig|6666666.707976.peg.531, fig|6666666.707976.peg.1362, fig|6666666.707976.peg.2100, fig|6666666.707976.peg.2568, fig|6666666.707976.peg.3134, fig|6666666.707976.peg.4729, fig|6666666.707976.peg.5236, fig|6666666.707976.peg.5418, fig|6666666.707976.peg.5554
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	fig|6666666.707976.peg.2152, fig|6666666.707976.peg.5151
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase A (EC 1.2.1.22)	fig|6666666.707976.peg.856
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.707976.peg.5782
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetate permease ActP (cation/acetate symporter)	fig|6666666.707976.peg.903
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetaldehyde dehydrogenase (EC 1.2.1.10)	fig|6666666.707976.peg.3138
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	fig|6666666.707976.peg.866, fig|6666666.707976.peg.2640, fig|6666666.707976.peg.4534
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Acetyl-CoA synthetase (ADP-forming) alpha and beta chains, putative	fig|6666666.707976.peg.2638
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Putative membrane protein, clustering with ActP	fig|6666666.707976.peg.904
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Aldehyde dehydrogenase (EC 1.2.1.3)	fig|6666666.707976.peg.531, fig|6666666.707976.peg.1362, fig|6666666.707976.peg.2100, fig|6666666.707976.peg.2568, fig|6666666.707976.peg.3134, fig|6666666.707976.peg.4729, fig|6666666.707976.peg.5236, fig|6666666.707976.peg.5418, fig|6666666.707976.peg.5554
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|6666666.707976.peg.5783
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	Phosphate acetyltransferase (EC 2.3.1.8)	fig|6666666.707976.peg.1152
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	D-serine/D-alanine/glycine transporter	fig|6666666.707976.peg.3928, fig|6666666.707976.peg.5612
Carbohydrates	Central carbohydrate metabolism	Pyruvate Alanine Serine Interconversions	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	fig|6666666.707976.peg.557
